session,period,asset,state,horizon_ms,N,mean_signed_bps,hit_rate,threshold,disp_lo,disp_hi
20260909T171030Z_1952d031,NEW12,BTC,low,30000,119,-0.03924918694800134,0.4789915966386555,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,mid,30000,151,0.22412445365690964,0.5231788079470199,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,high,30000,176,0.5956648010846641,0.5965909090909091,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,ETH,low,5000,265,0.1489851605541065,0.47547169811320755,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,mid,5000,334,0.46466857934677885,0.5568862275449101,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,high,5000,435,0.5088927577944532,0.5862068965517241,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,low,10000,228,0.10547162935730339,0.5350877192982456,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,mid,10000,270,0.4983973802119362,0.6074074074074074,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,high,10000,332,0.5459910614396064,0.5993975903614458,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,low,30000,157,0.3003870766524639,0.5668789808917197,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,mid,30000,174,0.8167959417464362,0.6149425287356322,0.6277931502278732,0.34543707544292523,0.5854202125367212
20260909T171030Z_1952d031,NEW12,ETH,high,30000,201,0.5683202201193542,0.582089552238806,0.6277931502278732,0.34543707544292523,0.5854202125367212
